name,orcid,field,group,h_index,total_citations,total_publications,avg_authors_per_paper,avg_author_position,n_journals,S_text_raw,S_concepts_raw,mesh_coverage,works_analyzed,C,A,S,J,C_saturating,J_saturating,KANON,KANON_global,rank_KANON,rank_h,rank_shift_vs_h,data_quality,rank_KANON_clean,rank_h_clean,KANON_pctl,KANON_global_pctl,rank_shift_clean
John F. Clauser,,Physics,Nobel,28,15586,94,1.25,1.0,3,0.1666,0.7111,0.0,1,0.1078,0.8126,0.6839,0.009,1.0,0.06,62.865,69.443,2,154,152,under-collected,,,,,
John J. Hopfield,0000-0002-6976-6069,Physics,Nobel,85,67123,293,2.5,1.69,12,0.2921,0.7281,0.0,21,0.9281,0.4821,0.7063,0.0599,1.0,0.24,61.018,67.418,3,31,28,ok,2.0,31.0,99.37888198757764,98.75776397515527,29.0
F. Duncan M. Haldane,0000-0002-0384-0886,Physics,Nobel,68,41101,235,3.03,2.19,20,0.2439,0.8452,0.0,71,0.8323,0.4098,0.8151,0.1347,1.0,0.4,59.856,67.671,4,77,73,ok,3.0,77.0,98.75776397515527,99.37888198757764,74.0
Rainer Weiss,0000-0003-0974-2988,Physics,Nobel,1,6,5,1.33,1.33,3,0.9667,0.6882,0.0,1,0.006,0.7646,0.7021,0.009,0.0006,0.06,59.54,68.656,5,167,162,under-collected,,,,,
P. K. Shukla,0000-0001-8188-4976,Physics,Elite (matched),76,29395,1598,3.15,2.67,33,0.2484,0.8652,0.01,164,0.7186,0.3881,0.8344,0.4162,1.0,0.66,58.681,66.695,6,47,41,ok,4.0,47.0,98.13664596273291,98.13664596273291,43.0
François Englert,0000-0002-5340-8046,Physics,Nobel,8,406,71,1.63,1.16,14,0.2792,0.8216,0.053,11,0.018,0.6691,0.7945,0.0749,0.0406,0.28,58.412,68.559,7,164,157,under-collected,,,,,
Richard D. Gill,0000-0001-5821-9986,Physics,Elite (matched),55,21087,425,2.23,1.61,49,0.2908,0.6557,0.056,94,0.509,0.5245,0.6375,0.6886,1.0,0.98,56.487,63.464,8,137,129,ok,5.0,137.0,97.51552795031056,97.51552795031056,132.0
Roger Penrose,0000-0003-2552-0916,Physics,Nobel,88,53760,430,3.3,2.77,39,0.1487,0.7267,0.0,64,0.8623,0.3735,0.6978,0.509,1.0,0.78,56.175,62.282,9,25,16,ok,6.0,25.0,96.8944099378882,96.8944099378882,19.0
William T. Vetterling,0009-0009-9476-3319,Physics,Elite (matched),26,60502,85,2.85,2.46,6,0.3033,0.6756,0.0,9,0.9042,0.4213,0.657,0.021,1.0,0.12,55.982,62.448,10,157,147,under-collected,,,,,
Hadley Wickham,0000-0003-4757-117X,Physics,Elite (matched),59,131364,396,2.98,1.78,21,0.2108,0.6002,0.02,89,0.976,0.4242,0.5807,0.1647,1.0,0.42,55.32,60.95,11,126,115,ok,7.0,126.0,96.27329192546584,95.03105590062113,119.0
Edward Ott,0000-0002-9395-5062,Physics,Elite (matched),109,54982,784,4.34,3.66,45,0.3677,0.7467,0.14,169,0.8802,0.2924,0.7278,0.5988,1.0,0.9,53.889,60.262,12,10,-2,ok,8.0,10.0,95.65217391304348,94.40993788819875,2.0
J. C. Sprott,0000-0001-7014-3283,Physics,Elite (matched),72,19079,453,2.92,2.33,62,0.2356,0.7526,0.045,126,0.3952,0.4173,0.7268,0.8593,1.0,1.0,53.087,61.591,13,63,50,ok,9.0,63.0,95.03105590062113,95.65217391304348,54.0
E. R. Priest,0000-0003-3621-6690,Physics,Elite (matched),70,22667,652,4.32,2.79,46,0.142,0.8544,0.0,107,0.5868,0.309,0.8188,0.6228,1.0,0.92,53.062,61.746,14,67,53,ok,10.0,67.0,94.40993788819875,96.27329192546584,57.0
Peter Politzer,0000-0002-8488-4282,Physics,Elite (matched),108,53846,895,6.68,4.21,48,0.2298,0.8414,0.09,133,0.8683,0.2089,0.8108,0.6527,1.0,0.96,52.606,59.123,15,11,-4,ok,11.0,11.0,93.7888198757764,93.16770186335404,0.0
Giorgio Parisi,0000-0002-2190-883X,Physics,Nobel,111,63298,949,5.98,4.05,55,0.2864,0.766,0.07,172,0.9162,0.2281,0.742,0.7904,1.0,1.0,52.56,58.324,16,9,-7,ok,12.0,9.0,93.16770186335404,91.92546583850931,-3.0
Kip S. Thorne,0000-0002-4766-8499,Physics,Nobel,66,28760,205,4.21,3.38,24,0.255,0.7679,0.0,30,0.7066,0.3038,0.7423,0.2365,1.0,0.48,50.792,58.844,17,86,69,ok,13.0,86.0,92.54658385093167,92.54658385093167,73.0
Theodor W. Hänsch,0000-0002-2796-1589,Physics,Nobel,92,45498,600,8.25,6.33,61,0.3007,0.8497,0.04,174,0.8443,0.156,0.8222,0.8413,1.0,1.0,50.769,56.173,18,20,2,ok,14.0,20.0,91.92546583850931,88.81987577639751,6.0
Alain Aspect,0000-0002-3956-0474,Physics,Nobel,59,24096,624,4.83,3.53,35,0.2338,0.8337,0.0,157,0.6108,0.2735,0.8037,0.4491,1.0,0.7,50.606,59.242,19,126,107,ok,15.0,126.0,91.30434782608695,93.7888198757764,111.0
Serge Haroche,0000-0002-1442-2881,Physics,Nobel,82,33188,454,4.22,3.15,45,0.2495,0.6638,0.0,149,0.7545,0.3075,0.6431,0.5988,1.0,0.9,49.858,56.529,20,35,15,ok,16.0,35.0,90.6832298136646,90.6832298136646,19.0
Shuji Nakamura,0000-0002-3761-1197,Physics,Nobel,120,73271,1058,8.49,7.14,41,0.2556,0.8233,0.015,184,0.9401,0.1439,0.7949,0.524,1.0,0.82,49.639,54.375,21,5,-16,ok,17.0,5.0,90.06211180124224,86.33540372670807,-12.0
Albert Fert,0000-0003-3244-1610,Physics,Nobel,103,63011,522,9.51,7.88,57,0.24,0.8287,0.015,157,0.9102,0.1252,0.7993,0.8144,1.0,1.0,49.495,53.493,22,13,-9,ok,18.0,13.0,89.44099378881988,82.6086956521739,-5.0
Geoffrey E. Hinton,0000-0003-4373-3611,Physics,Nobel,137,447810,384,5.55,3.69,43,0.2914,0.6211,0.052,162,0.994,0.2457,0.6046,0.5479,1.0,0.86,49.272,54.363,23,2,-21,ok,19.0,2.0,88.81987577639751,85.71428571428571,-17.0
Е. А. Хазанов,0000-0001-5641-8025,Physics,Elite (matched),107,95777,709,9.26,6.86,44,0.3054,0.7956,0.015,177,0.9701,0.1383,0.7711,0.5719,1.0,0.88,49.254,53.761,24,12,-12,ok,20.0,12.0,88.19875776397515,83.22981366459628,-8.0
Andre Geim,0000-0002-2551-0548,Physics,Nobel,127,309897,489,10.02,8.65,47,0.2773,0.8012,0.065,150,0.982,0.1131,0.775,0.6347,1.0,0.94,48.598,51.99,25,4,-21,ok,21.0,4.0,87.5776397515528,72.04968944099379,-17.0
Anton Zeilinger,0000-0003-4832-0849,Physics,Nobel,117,74740,603,7.68,7.21,50,0.3186,0.7444,0.01,154,0.9461,0.1535,0.7231,0.7216,1.0,1.0,48.597,52.645,26,8,-18,ok,22.0,8.0,86.95652173913044,78.88198757763976,-14.0
Hiroshi Amano,0000-0002-2128-1708,Physics,Nobel,88,41798,1763,8.65,6.9,66,0.322,0.7908,0.075,157,0.8383,0.1447,0.7674,0.9012,1.0,1.0,48.568,53.319,27,25,-2,ok,23.0,25.0,86.33540372670807,81.36645962732919,2.0
Konstantin Novoselov,0000-0002-1928-7159,Physics,Nobel,149,324096,827,10.4,8.52,49,0.2739,0.7925,0.085,150,0.988,0.1114,0.7666,0.6886,1.0,0.98,48.541,51.791,28,1,-27,ok,24.0,1.0,85.71428571428571,70.80745341614907,-23.0
Ferenc Krausz,0000-0002-2843-9471,Physics,Nobel,94,50814,876,10.36,9.1,49,0.3536,0.8565,0.1,168,0.8563,0.1061,0.8314,0.6886,1.0,0.98,48.296,52.56,29,19,-10,ok,25.0,19.0,85.09316770186336,77.63975155279503,-6.0
Gérard Mourou,0000-0002-6966-6009,Physics,Nobel,85,35607,725,9.24,7.33,66,0.2988,0.8163,0.025,159,0.7964,0.1336,0.7904,0.9012,1.0,1.0,48.121,52.978,30,31,1,ok,26.0,31.0,84.472049689441,80.74534161490683,5.0
S. Peter Gary,0000-0002-4655-2316,Physics,Elite (matched),77,21919,583,6.54,3.26,38,0.1758,0.8507,0.0,121,0.5389,0.2248,0.817,0.494,1.0,0.76,47.733,56.928,31,44,13,ok,27.0,44.0,83.85093167701864,91.30434782608695,17.0
J. U. Brackbill,0000-0002-5029-2705,Physics,Elite (matched),41,17446,177,3.57,2.19,9,0.2033,0.7972,0.0,7,0.3054,0.3654,0.7675,0.0389,1.0,0.18,47.44,58.625,32,147,115,under-collected,,,,,
Henry C. Kapteyn,0000-0001-8386-6317,Physics,Elite (matched),103,35201,1084,10.82,8.98,45,0.397,0.8644,0.08,177,0.7904,0.104,0.841,0.5988,1.0,0.9,47.129,52.101,33,13,-20,ok,28.0,13.0,83.22981366459628,73.91304347826086,-15.0
George F. Smoot,0000-0003-0861-1709,Physics,Nobel,34,34704,310,10.91,8.98,55,0.1988,0.8553,0.006,120,0.7784,0.1034,0.8225,0.7904,1.0,1.0,47.021,51.31,34,152,118,ok,29.0,151.0,82.6086956521739,69.56521739130434,122.0
David J. Wineland,0000-0003-3895-5710,Physics,Nobel,87,37470,456,7.91,7.03,48,0.2397,0.7757,0.0,87,0.8084,0.1525,0.7489,0.6527,1.0,0.96,46.938,52.037,35,28,-7,ok,30.0,28.0,81.98757763975155,72.67080745341616,-2.0
Margaret M. Murnane,0000-0001-9689-5432,Physics,Elite (matched),99,33587,971,10.96,9.07,49,0.3925,0.8624,0.08,177,0.7665,0.1023,0.8389,0.6886,1.0,0.98,46.929,51.819,36,16,-20,ok,31.0,16.0,81.36645962732919,71.42857142857143,-15.0
Masayuki Yoshikawa,0000-0003-3106-3277,Physics,Elite (matched),83,28639,1157,8.39,6.18,50,0.4744,0.8017,0.44,128,0.7006,0.1559,0.7853,0.7216,1.0,1.0,46.829,53.43,37,34,-3,ok,32.0,34.0,80.74534161490683,81.98757763975155,2.0
Gennady Shvets,0000-0001-8542-6753,Physics,Elite (matched),68,22297,637,6.63,5.67,63,0.3558,0.7954,0.075,182,0.5689,0.1906,0.7734,0.8772,1.0,1.0,46.588,53.778,38,77,39,ok,33.0,77.0,80.12422360248446,83.85093167701864,44.0
J. F. Drake,0000-0002-9150-1841,Physics,Elite (matched),91,32447,807,14.01,5.62,38,0.1898,0.8738,0.0,171,0.7365,0.1133,0.8396,0.494,1.0,0.76,46.278,52.789,39,21,-18,ok,34.0,21.0,79.5031055900621,80.12422360248446,-13.0
M. Shoji,0000-0003-0655-7347,Physics,Elite (matched),38,806330,100008,17.64,9.37,30,0.2539,0.8116,0.0,134,1.0,0.0713,0.7837,0.3713,1.0,0.6,46.184,49.18,40,151,111,ok,35.0,150.0,78.88198757763976,57.7639751552795,115.0
Christoph H. Keitel,0000-0002-1984-1470,Physics,Elite (matched),72,21990,668,8.02,6.24,44,0.3639,0.8694,0.02,182,0.5509,0.1602,0.8441,0.5719,1.0,0.88,46.006,53.921,41,63,22,ok,36.0,63.0,78.26086956521739,84.472049689441,27.0
Romain François,0000-0002-2444-4226,Physics,Elite (matched),9,26338,46,3.91,2.41,8,0.2667,0.6058,0.0,22,0.6587,0.3386,0.5888,0.0299,1.0,0.16,45.938,54.133,42,163,121,ok,37.0,160.0,77.63975155279503,85.09316770186336,123.0
Robert J. Taylor,0000-0002-6106-7722,Physics,Elite (matched),58,37086,472,7.48,4.94,100,0.4322,0.6447,0.286,108,0.8024,0.1841,0.6341,0.988,1.0,1.0,45.875,51.12,43,132,89,ok,38.0,132.0,77.01863354037268,66.45962732919256,94.0
Reinhard Genzel,0000-0002-2767-9653,Physics,Nobel,129,59718,1212,24.44,10.15,28,0.1901,0.8911,0.0,196,0.8922,0.0526,0.856,0.3204,1.0,0.56,45.736,49.162,44,3,-41,ok,39.0,3.0,76.3975155279503,57.14285714285714,-36.0
A. L’Huillier,0000-0002-1335-4022,Physics,Elite (matched),76,26271,458,11.31,9.66,63,0.3289,0.8745,0.015,178,0.6497,0.0946,0.8472,0.8772,1.0,1.0,45.68,50.594,45,47,2,ok,40.0,47.0,75.46583850931677,63.66459627329193,7.0
Anne L'Huillier,0000-0003-2613-9191,Physics,Nobel,76,26271,458,11.31,9.66,63,0.3289,0.8745,0.015,178,0.6497,0.0946,0.8472,0.8772,1.0,1.0,45.68,50.594,45,47,2,ok,40.0,47.0,75.46583850931677,63.66459627329193,7.0
N. J. Fisch,0000-0002-0301-7380,Physics,Elite (matched),63,16400,1110,3.98,3.38,29,0.2599,0.8187,0.01,187,0.2096,0.316,0.7908,0.3473,1.0,0.58,45.458,56.524,47,108,61,ok,42.0,108.0,74.53416149068323,90.06211180124224,66.0
W. Becker,0000-0001-8939-0372,Physics,Elite (matched),67,16247,418,4.94,3.9,53,0.348,0.8607,0.108,123,0.1796,0.2631,0.8351,0.7635,1.0,1.0,45.445,56.325,48,84,36,ok,43.0,84.0,73.91304347826086,89.44099378881988,41.0
J. Fauré,0000-0003-0538-5774,Physics,Elite (matched),84,25016,590,10.11,6.02,61,0.3586,0.8154,0.026,158,0.6168,0.1384,0.7926,0.8413,1.0,1.0,45.34,52.064,49,33,-16,ok,44.0,33.0,73.29192546583852,73.29192546583852,-11.0
Adam G. Riess,0000-0002-0938-4314,Physics,Nobel,101,87151,679,24.96,14.42,29,0.1523,0.8816,0.0,177,0.9521,0.0293,0.8451,0.3473,1.0,0.58,45.323,46.432,50,15,-35,ok,45.0,15.0,72.67080745341616,42.2360248447205,-30.0
P. Sprangle,0000-0001-8521-4128,Physics,Elite (matched),69,17783,740,4.86,3.11,35,0.3021,0.7941,0.021,122,0.3234,0.2792,0.7695,0.4491,1.0,0.7,45.197,55.681,51,71,20,ok,46.0,71.0,72.04968944099379,87.88819875776397,25.0
Michel Mayor,0000-0003-0456-3728,Physics,Nobel,120,53945,933,22.27,13.56,29,0.1593,0.898,0.0,189,0.8743,0.0367,0.8611,0.3473,1.0,0.58,44.953,47.055,52,5,-47,ok,47.0,5.0,71.42857142857143,45.3416149068323,-42.0
S. W. Allen,0000-0003-0667-5941,Physics,Elite (matched),95,32980,824,27.64,5.44,46,0.2287,0.8668,0.04,181,0.7485,0.0713,0.8349,0.6228,1.0,0.92,44.785,50.29,53,18,-35,ok,48.0,18.0,70.80745341614907,61.49068322981367,-30.0
A. Mysyrowicz,0000-0001-8129-1783,Physics,Elite (matched),71,20717,549,7.79,6.54,51,0.2546,0.8504,0.025,178,0.4671,0.1599,0.8206,0.7425,1.0,1.0,44.531,52.212,54,65,11,ok,49.0,65.0,70.1863354037267,75.77639751552795,16.0
R. Fischer,0009-0000-6205-4731,Physics,Elite (matched),87,39092,1049,15.89,7.2,29,0.254,0.8163,0.0,177,0.8204,0.0923,0.7882,0.3473,1.0,0.58,44.39,49.604,55,28,-27,ok,50.0,28.0,69.56521739130434,59.62732919254658,-22.0
A. Pukhov,0000-0001-5043-960X,Physics,Elite (matched),89,32453,689,15.38,11.79,56,0.3669,0.8426,0.02,172,0.7425,0.0606,0.8188,0.8054,1.0,1.0,44.337,47.526,56,24,-32,ok,51.0,24.0,68.94409937888199,48.4472049689441,-27.0
P. H. Diamond,0000-0003-3273-2604,Physics,Elite (matched),78,25792,1072,11.87,5.08,23,0.2217,0.8683,0.01,194,0.6287,0.132,0.836,0.2126,1.0,0.46,44.291,52.38,57,42,-15,ok,52.0,42.0,68.32298136645963,76.3975155279503,-10.0
Christian Dávid,0000-0002-2953-1265,Physics,Elite (matched),69,20959,480,10.46,7.52,68,0.5137,0.8514,0.2,162,0.491,0.1206,0.8345,0.9162,1.0,1.0,44.132,51.225,58,71,13,ok,53.0,71.0,67.70186335403726,68.32298136645963,18.0
Oliver Bunk,0000-0001-6563-4053,Physics,Elite (matched),66,18946,293,8.73,5.76,90,0.5166,0.8308,0.225,151,0.3832,0.1562,0.8151,0.976,1.0,1.0,43.712,52.206,59,86,27,ok,54.0,86.0,67.08074534161491,75.15527950310559,32.0
Didier Queloz,0000-0002-1248-3967,Physics,Nobel,118,57595,1192,24.0,17.28,25,0.1667,0.8967,0.0,189,0.8862,0.0147,0.8602,0.2515,1.0,0.5,43.707,44.311,60,7,-53,ok,55.0,7.0,66.45962732919256,29.81366459627329,-48.0
Peixiang Lu,0000-0001-6993-8986,Physics,Elite (matched),66,18657,953,6.87,6.23,54,0.3381,0.8385,0.085,173,0.3593,0.1787,0.8135,0.7754,1.0,1.0,43.604,52.152,61,86,25,ok,56.0,86.0,65.83850931677019,74.53416149068323,30.0
Donna Strickland,0000-0003-0335-6318,Physics,Nobel,20,8412,108,3.74,2.94,23,0.2493,0.8164,0.057,41,0.0419,0.3388,0.788,0.2126,0.8412,0.46,43.291,55.681,62,158,96,ok,57.0,155.0,65.21739130434783,87.88819875776397,98.0
Barry C. Barish,0000-0002-8763-1072,Physics,Nobel,91,70198,492,71.12,33.73,54,0.2664,0.8084,0.0,145,0.9341,0.0,0.7813,0.7754,1.0,1.0,43.155,41.132,63,21,-42,ok,58.0,21.0,64.59627329192547,12.422360248447205,-37.0
K. A. Marsh,0000-0003-0107-7803,Physics,Elite (matched),64,29557,554,18.47,11.27,45,0.3525,0.8361,0.0,181,0.7246,0.0567,0.8119,0.5988,1.0,0.9,42.869,46.569,64,102,38,ok,59.0,102.0,63.975155279503106,42.857142857142854,43.0
Saul Perlmutter,0000-0002-9589-2701,Physics,Nobel,67,47877,749,29.2,21.24,49,0.1769,0.8536,0.005,175,0.8503,0.0,0.8198,0.6886,1.0,0.98,42.747,41.46,65,84,19,ok,60.0,84.0,63.35403726708074,13.664596273291925,24.0
M. D. Perry,0000-0002-7535-5899,Physics,Elite (matched),60,23054,329,10.05,5.15,35,0.5114,0.765,0.443,45,0.5928,0.1476,0.7523,0.4491,1.0,0.7,42.629,50.606,66,123,57,ok,61.0,123.0,62.732919254658384,64.59627329192547,62.0
Syukuro Manabe,0000-0002-0335-3190,Physics,Nobel,74,27975,173,6.44,1.85,16,0.2472,0.6194,0.037,10,0.6826,0.2464,0.6008,0.0958,1.0,0.32,42.54,51.121,67,53,-14,ok,62.0,53.0,62.11180124223602,67.08074534161491,-9.0
Andrius Baltuška,0000-0002-5267-0626,Physics,Elite (matched),61,18805,762,9.46,7.5,69,0.3296,0.8526,0.045,183,0.3713,0.1296,0.8264,0.9251,1.0,1.0,42.429,49.961,68,116,48,ok,63.0,116.0,61.49068322981367,60.86956521739131,53.0
F. Paoletti,0000-0001-8898-1963,Physics,Elite (matched),99,90419,624,45.91,39.86,32,0.2219,0.8198,0.008,71,0.9581,0.0,0.7899,0.4012,1.0,0.64,42.419,40.878,69,16,-53,ok,64.0,16.0,60.86956521739131,10.559006211180124,-48.0
J. Michael Kosterlitz,0000-0002-4292-5335,Physics,Nobel,17,1601,110,3.22,2.35,14,0.2647,0.7341,0.0,16,0.024,0.3892,0.7106,0.0749,0.1601,0.28,42.388,54.677,70,160,90,ok,65.0,157.0,60.24844720496895,86.95652173913044,92.0
Y. Homma,0000-0002-9872-9697,Physics,Elite (matched),63,20858,311,8.18,4.35,30,0.2903,0.7842,0.077,54,0.479,0.1797,0.7595,0.3713,1.0,0.6,42.297,51.305,71,108,37,ok,66.0,108.0,59.62732919254658,68.94409937888199,42.0
Paul Groth,0000-0003-0183-6910,Physics,Elite (matched),51,27711,449,7.44,3.96,74,0.2196,0.5906,0.03,137,0.6766,0.1968,0.572,0.9371,1.0,1.0,42.276,48.158,72,142,70,ok,67.0,142.0,59.006211180124225,52.79503105590062,75.0
M. Hesse,0000-0003-0377-9673,Physics,Elite (matched),73,19109,826,10.54,5.18,38,0.1606,0.8725,0.005,185,0.4012,0.1425,0.8369,0.494,1.0,0.76,42.252,51.189,73,58,-15,ok,68.0,58.0,58.38509316770186,67.70186335403726,-10.0
Katsumi Midorikawa,0000-0002-0588-519X,Physics,Elite (matched),65,16636,1054,6.18,5.53,55,0.3165,0.8212,0.105,167,0.2275,0.2022,0.796,0.7904,1.0,1.0,42.12,51.653,74,97,23,ok,69.0,97.0,57.7639751552795,70.1863354037267,28.0
S. V. Bulanov,0000-0001-8305-0289,Physics,Elite (matched),70,21372,876,12.69,9.0,59,0.3409,0.8319,0.025,175,0.521,0.0929,0.8073,0.8204,1.0,1.0,42.04,47.849,75,67,-8,ok,70.0,67.0,57.14285714285714,49.68944099378882,-3.0
Thomas Brabec,0000-0002-0784-0614,Physics,Elite (matched),53,16268,243,6.77,4.8,49,0.3354,0.8528,0.022,109,0.1916,0.1993,0.8269,0.6886,1.0,0.98,42.035,52.524,76,139,63,ok,71.0,139.0,56.52173913043478,77.01863354037268,68.0
M. Goossens,0000-0002-7830-7147,Physics,Elite (matched),66,15667,587,5.74,4.35,50,0.2118,0.8423,0.036,89,0.1198,0.2303,0.8108,0.7216,1.0,1.0,41.974,52.77,77,86,9,ok,72.0,86.0,55.90062111801242,79.5031055900621,14.0
K.H. Burrell,0000-0002-2639-1228,Physics,Elite (matched),77,21977,647,11.88,4.95,21,0.2366,0.8319,0.01,161,0.5449,0.1331,0.8021,0.1647,1.0,0.42,41.729,50.295,78,44,-34,ok,73.0,44.0,55.27950310559007,62.11180124223602,-29.0
Pierre Agostini,0000-0002-8817-3487,Physics,Nobel,54,18479,267,9.81,5.63,48,0.2837,0.8485,0.021,87,0.3473,0.1453,0.8203,0.6527,1.0,0.96,41.579,50.501,79,138,59,ok,74.0,138.0,54.6583850931677,62.732919254658384,64.0
John C. Mather,0000-0001-8748-7315,Physics,Nobel,43,20622,333,10.55,5.98,43,0.1736,0.8277,0.0,63,0.4551,0.1347,0.795,0.5479,1.0,0.86,41.576,49.49,80,146,66,ok,75.0,146.0,54.037267080745345,59.006211180124225,71.0
Norio Suzuki,0000-0001-6100-3350,Physics,Elite (matched),64,20208,784,9.55,5.2,106,0.439,0.743,0.255,132,0.4251,0.1525,0.7278,0.994,1.0,1.0,41.429,49.231,81,102,21,ok,76.0,102.0,53.41614906832298,58.38509316770186,26.0
D. Fiorucci,0000-0002-5111-0336,Physics,Elite (matched),61,60133,134,20.28,13.36,19,0.2793,0.7791,0.0,30,0.8982,0.0404,0.7541,0.1257,1.0,0.38,41.208,43.258,82,116,34,ok,77.0,116.0,52.79503105590062,24.84472049689441,39.0
Makina Yabashi,0000-0002-2472-1684,Physics,Elite (matched),75,25302,1042,18.55,14.41,49,0.4885,0.8435,0.155,171,0.6228,0.0362,0.8258,0.6886,1.0,0.98,41.053,44.119,83,52,-31,ok,78.0,52.0,52.17391304347826,27.32919254658385,-26.0
Takehito Hayakawa,0000-0001-5286-8395,Physics,Elite (matched),47,20671,583,13.44,6.46,87,0.5706,0.7675,0.42,166,0.4611,0.1098,0.7577,0.9581,1.0,1.0,40.796,47.941,84,144,60,ok,79.0,144.0,51.5527950310559,50.31055900621118,65.0
Klaus Hasselmann,0000-0001-8336-2130,Physics,Nobel,62,27350,277,6.49,2.67,21,0.1992,0.5802,0.044,15,0.6707,0.234,0.5612,0.1647,1.0,0.42,40.724,48.547,85,113,28,ok,80.0,113.0,50.931677018633536,54.6583850931677,33.0
S. C. Chapman,0000-0003-0053-1584,Physics,Elite (matched),66,20251,1021,16.35,5.26,48,0.1893,0.8448,0.01,188,0.4311,0.1042,0.812,0.6527,1.0,0.96,40.68,48.589,86,86,0,ok,81.0,86.0,50.31055900621118,55.27950310559007,5.0
M. Nisoli,0000-0003-2309-732X,Physics,Elite (matched),57,17263,513,10.95,8.72,78,0.3303,0.8742,0.0,163,0.2814,0.1056,0.847,0.9461,1.0,1.0,40.596,48.075,87,134,47,ok,82.0,134.0,49.68944099378882,51.5527950310559,52.0
J. Birn,0000-0002-1496-4076,Physics,Elite (matched),66,15459,415,6.75,3.01,37,0.1478,0.8564,0.0,109,0.0898,0.2232,0.821,0.479,1.0,0.74,40.585,52.605,88,86,-2,ok,83.0,86.0,49.06832298136646,78.26086956521739,3.0
Wim Leemans,0000-0001-6573-8434,Physics,Elite (matched),61,21397,936,12.15,9.95,50,0.4265,0.7965,0.025,188,0.5269,0.0875,0.778,0.7216,1.0,1.0,40.554,46.046,89,116,27,ok,84.0,116.0,48.4472049689441,39.75155279503105,32.0
A. Couairon,0000-0003-1883-0208,Physics,Elite (matched),62,15722,365,7.37,5.32,51,0.3533,0.8549,0.045,176,0.1317,0.1813,0.8298,0.7425,1.0,1.0,40.52,51.045,90,113,23,ok,85.0,113.0,47.82608695652174,65.83850931677019,28.0
Vladislav S. Yakovlev,0000-0002-0648-9375,Physics,Elite (matched),45,16753,167,9.08,6.47,48,0.2952,0.8625,0.023,105,0.2455,0.1444,0.8341,0.6527,1.0,0.96,40.369,49.641,91,145,54,ok,86.0,145.0,47.20496894409938,60.24844720496895,59.0
Stéfan van der Walt,0000-0001-9276-1891,Physics,Elite (matched),20,33389,65,12.47,6.97,33,0.3219,0.6748,0.078,57,0.7605,0.1114,0.6572,0.4162,1.0,0.66,40.345,45.481,92,158,66,ok,87.0,155.0,46.58385093167702,37.267080745341616,68.0
Christian Spielmann,0000-0002-5223-4170,Physics,Elite (matched),52,17037,393,9.32,8.1,74,0.3861,0.8468,0.015,166,0.2575,0.1247,0.8238,0.9371,1.0,1.0,40.34,48.326,93,140,47,ok,88.0,140.0,45.962732919254655,54.037267080745345,52.0
Susanna‐Assunta Sansone,0000-0001-5306-5690,Physics,Elite (matched),61,38042,362,21.34,14.26,61,0.363,0.7131,0.21,173,0.8144,0.0337,0.6956,0.8413,1.0,1.0,40.32,41.019,94,116,22,ok,89.0,116.0,45.3416149068323,11.180124223602485,27.0
K. Krushelnick,0000-0001-9116-9511,Physics,Elite (matched),73,21284,551,13.64,10.62,45,0.4304,0.8258,0.03,182,0.515,0.0753,0.806,0.5988,1.0,0.9,40.234,45.789,95,58,-37,ok,90.0,58.0,44.72049689440994,38.50931677018634,-32.0
Carole Goble,0000-0003-1219-2137,Physics,Elite (matched),78,40308,750,15.79,8.55,69,0.2599,0.6217,0.12,162,0.8263,0.083,0.6036,0.9251,1.0,1.0,40.191,42.71,96,42,-54,ok,91.0,42.0,44.099378881987576,21.11801242236025,-49.0
W. B. Mori,0000-0002-6394-5082,Physics,Elite (matched),74,20614,792,11.16,8.55,40,0.422,0.8212,0.0,176,0.4491,0.1058,0.8012,0.515,1.0,0.8,40.176,47.339,97,53,-44,ok,92.0,53.0,43.47826086956522,47.82608695652174,-39.0
C. F. Kennel,0000-0001-5997-7201,Physics,Elite (matched),65,21080,408,7.31,3.33,30,0.2141,0.6605,0.039,27,0.503,0.2071,0.6382,0.3713,1.0,0.6,40.044,48.637,98,97,-1,ok,93.0,97.0,42.857142857142854,55.90062111801242,4.0
John L. Johnson,0000-0003-1783-0476,Physics,Elite (matched),73,20986,626,12.43,6.38,89,0.5393,0.7121,0.425,127,0.497,0.1167,0.7035,0.9671,1.0,1.0,39.967,46.627,99,58,-41,ok,94.0,58.0,42.2360248447205,43.47826086956522,-36.0
Makoto Kobayashi,0000-0002-8849-4445,Physics,Nobel,39,5526,405,5.43,3.02,94,0.2383,0.7417,0.02,160,0.0359,0.2597,0.7165,0.982,0.5526,1.0,39.958,50.948,100,150,50,ok,95.0,149.0,41.61490683229814,65.21739130434783,54.0
T. E. Cowan,0000-0002-5845-000X,Physics,Elite (matched),68,20730,592,18.61,9.47,63,0.4384,0.815,0.02,177,0.4731,0.068,0.7962,0.8772,1.0,1.0,39.936,45.499,101,77,-24,ok,96.0,77.0,40.993788819875775,37.88819875776397,-19.0
Michael G.H. Bell,0000-0001-8137-065X,Physics,Elite (matched),70,19040,579,6.89,3.02,81,0.2273,0.6216,0.02,114,0.3892,0.2199,0.6019,0.9521,1.0,1.0,39.832,48.086,102,67,-35,ok,97.0,67.0,40.37267080745342,52.17391304347826,-30.0
